,ID,Title,Content,Time,Place
140,05a042,"Alle, die ihre Hände regen","Alle, die ihre Hände regen nicht in der Zeit, der armen Stadt, alle, die sie an Leises legen, an eine Stelle, fern den Wegen, die kaum noch einen Namen hat, - sprechen dich aus, du Alltagssegen, und sagen sanft auf einem Blatt: Es giebt im Grunde nur Gebete, so sind die Hände uns geweiht, dass sie nichts schufen, was nicht flehte; ob einer malte oder mähte, schon aus dem Ringen der Geräte entfaltete sich Frömmigkeit. Die Zeit ist eine vielgestalte. Wir hören manchmal von der Zeit, und tun das Ewige und Alte; wir wissen, dass uns Gott umwallte groß wie ein Bart und wie ein Kleid. Wir sind wie Adern im Basalte in Gottes harter Herrlichkeit. ",30.9.1899,Berlin-Schmargendorf
141,05a043,Der Name ist uns wie ein Licht,"Der Name ist uns wie ein Licht hart an die Stirn gestellt. Da senkte sich mein Angesicht vor diesem zeitigen Gericht und sah (von dem es seither spricht) dich, großes dunkelndes Gewicht an mir und an der Welt. Du bogst mich langsam aus der Zeit, in die ich schwankend stieg; ich neigte mich nach leisem Streit: jetzt dauert deine Dunkelheit um deinen sanften Sieg. Jetzt hast du mich und weißt nicht wen, denn deine breiten Sinne sehn mir, dass ich dunkel ward. Du hältst mich seltsam zart und horchst, wie meine Hände gehn durch deinen alten Bart. ",30.9.1899,Berlin-Schmargendorf
142,05a044,Dein allererstes Wort war: Licht,"Dein allererstes Wort war: Licht: da ward die Zeit. Dann schwiegst du lange. Dein zweites Wort ward Mensch und bange (wir dunkeln noch in seinem Klange) und wieder sinnt dein Angesicht. Ich aber will dein drittes nicht. Ich bete nachts oft: Sei der Stumme, der wachsend in Gebärden bleibt und den der Geist im Traume treibt, dass er des Schweigens schwere Summe in Stirnen und Gebirge schreibt. Sei du die Zuflucht vor dem Zorne, der das Unsagbare verstieß. Es wurde Nacht im Paradies: sei du der Hüter mit dem Horne, und man erzählt nur, dass er blies. ",1.10.1899,Berlin-Schmargendorf
143,05a045,Du kommst und gehst,"Du kommst und gehst. Die Türen fallen viel sanfter zu, fast ohne Wehn. Du bist der Leiseste von Allen, die durch die leisen Häuser gehn. Man kann sich so an dich gewöhnen, dass man nicht aus dem Buche schaut, wenn seine Bilder sich verschönen, von deinem Schatten überblaut; weil dich die Dinge immer tönen, nur einmal leis und einmal laut. Oft wenn ich dich in Sinnen sehe, verteilt sich deine Allgestalt: du gehst wie lauter lichte Rehe und ich bin dunkel und bin Wald. Du bist ein Rad, an dem ich stehe: von deinen vielen dunklen Achsen wird immer wieder eine schwer und dreht sich näher zu mir her, und meine willigen Werke wachsen von Wiederkehr zu Wiederkehr. ",1.10.1899,Berlin-Schmargendorf
144,05a046,Du bist der Tiefste,"Du bist der Tiefste, welcher ragte, der Taucher und der Türme Neid. Du bist der Sanfte, der sich sagte, und doch: wenn dich ein Feiger fragte, so schwelgtest du in Schweigsamkeit. Du bist der Wald der Widersprüche. Ich darf dich wiegen wie ein Kind, und doch vollziehn sich deine Flüche, die über Völkern furchtbar sind. Dir ward das erste Buch geschrieben, das erste Bild versuchte dich, du warst im Leiden und im Lieben, dein Ernst war wie aus Erz getrieben auf jeder Stirn, die mit den sieben erfüllten Tagen dich verglich. Du gingst in Tausenden verloren, und alle Opfer wurden kalt; bis du in hohen Kirchenchoren dich rührtest hinter goldnen Toren; und eine Bangnis, die geboren, umgürtete dich mit Gestalt. ",1.10.1899,Berlin-Schmargendorf
145,05a047,Der Rätselhafte,"Ich weiß: Du bist der Rätselhafte, um den die Zeit in Zögern stand. O wie so schön ich dich erschaffte in einer Stunde, die mich straffte, in einer Hoffahrt meiner Hand. Ich zeichnete viel ziere Risse, behorchte alle Hindernisse, - dann wurden mir die Pläne krank: es wirrten sich wie Dorngerank die Linien und die Ovale, bis tief in mir mit einem Male aus einem Griff ins Ungewisse die frommste aller Formen sprang. Ich kann mein Werk nicht überschaun und fühle doch: es steht vollendet. Aber, die Augen abgewendet, will ich es immer wieder baun. ",1.10.1899,Berlin-Schmargendorf
146,05a048,So ist mein Tagwerk,"So ist mein Tagwerk, über dem mein Schatten liegt wie eine Schale. Und bin ich auch wie Laub und Lehm, sooft ich bete oder male ist Sonntag, und ich bin im Tale ein jubelndes Jerusalem. Ich bin die stolze Stadt des Herrn und sage ihn mit hundert Zungen; in mir ist Davids Dank verklungen: ich lag in Harfendämmerungen und atmete den Abendstern. Nach Aufgang gehen meine Gassen. Und bin ich lang vom Volk verlassen, so ists: damit ich größer bin. Ich höre jeden in mir schreiten und breite meine Einsamkeiten von Anbeginn zu Anbeginn. ",1.10.1899,Berlin-Schmargendorf
147,05a049,Ihr vielen unbestürmten Städte,"Ihr vielen unbestürmten Städte, habt ihr euch nie den Feind ersehnt? O dass er euch belagert hätte ein langes schwankendes Jahrzehnt. Bis ihr ihn trostlos und in Trauern, bis dass ihr hungernd ihn ertrugt; er liegt wie Landschaft vor den Mauern, denn also weiß er auszudauern um jene, die er heimgesucht. Schaut aus vom Rande eurer Dächer da lagert er und wird nicht matt und wird nicht weniger und schwächer und schickt nicht Droher und Versprecher und Überreder in die Stadt. Er ist der große Mauerbrecher, der eine stumme Arbeit hat. ",1.10.1899,Berlin-Schmargendorf
148,05a050,Ich komme aus meinen Schwingen heim,"Ich komme aus meinen Schwingen heim, mit denen ich mich verlor. Ich war Gesang, und Gott, der Reim, rauscht noch in meinem Ohr. Ich werde wieder still und schlicht, und meine Stimme steht; es senkte sich mein Angesicht zu besserem Gebet. Den andern war ich wie ein Wind, da ich sie rüttelnd rief. Weit war ich, wo die Engel sind, hoch, wo das Licht in Nichts zerrinnt - Gott aber dunkelt tief. Die Engel sind das letzte Wehn an seines Wipfels Saum; dass sie aus seinen Ästen gehn, ist ihnen wie ein Traum. Sie glauben dort dem Lichte mehr als Gottes schwarzer Kraft, es flüchtete sich Lucifer in ihre Nachbarschaft. Er ist der Fürst im Land des Lichts, und seine Stirne steht so steil am großen Glanz des Nichts, dass er, versengten Angesichts, nach Finsternissen fleht. Er ist der helle Gott der Zeit, zu dem sie laut erwacht, und weil er oft in Schmerzen schreit und oft in Schmerzen lacht, glaubt sie an seine Seligkeit und hangt an seiner Macht. Die Zeit ist wie ein welker Rand an einem Buchenblatt. Sie ist das glänzende Gewand, das Gott verworfen hat, als Er, der immer Tiefe war, ermüdete des Flugs und sich verbarg vor jedem Jahr, bis ihm sein wurzelhaftes Haar durch alle Dinge wuchs. ",1.10.1899,Berlin-Schmargendorf
149,05a051,Du wirst nur mit der Tat erfasst,"Du wirst nur mit der Tat erfasst; mit Händen nur erhellt; ein jeder Sinn ist nur ein Gast und sehnt sich aus der Welt. Ersonnen ist ein jeder Sinn, man fühlt den feinen Saum darin und dass ihn einer spann: Du aber kommst und giebst dich hin und fällst den Flüchtling an. Ich will nicht wissen, wo du bist, sprich mir aus überall. Dein williger Evangelist verzeichnet alles und vergisst zu schauen nach dem Schall. Ich geh doch immer auf dich zu mit meinem ganzen Gehn; denn wer bin ich und wer bist du, wenn wir uns nicht verstehn? ",1.10.1899,Berlin-Schmargendorf
150,05a052,Mein Leben hat das gleiche Kleid und Haar,"Mein Leben hat das gleiche Kleid und Haar wie aller alten Zaren Sterbestunde. Die Macht entfremdete nur meinem Munde, doch meine Reiche, die ich schweigend runde, versammeln sich in meinem Hintergrunde und meine Sinne sind noch Gossudar. Für sie ist beten immer noch: Erbauen, aus allen Maßen bauen, dass das Grauen fast wie die Größe wird und schön, - und: jedes Hinknien und Vertrauen (dass es die andern nicht beschauen) mit vielen goldenen und blauen und bunten Kuppeln überhöhn. Denn was sind Kirchen und sind Klöster in ihrem Steigen und Erstehn als Harfen, tönende Vertröster, durch die die Hände Halberlöster vor Königen und Jungfraun gehn. ",2.10.1899,Berlin-Schmargendorf
151,05a053,Den Königen sei Grausamkeit,"Und Gott befiehlt mir, dass ich schriebe: Den Königen sei Grausamkeit. Sie ist der Engel vor der Liebe, und ohne diesen Bogen bliebe mir keine Brücke in die Zeit. Und Gott befiehlt mir, dass ich male: Die Zeit ist mir mein tiefstes Weh, so legte ich in ihre Schale: das wache Weib, die Wundenmale, den reichen Tod (dass er sie zahle), der Städte bange Bacchanale, den Wahnsinn und die Könige. Und Gott befiehlt mir, dass ich baue: Denn König bin ich von der Zeit. Dir aber bin ich nur der graue Mitwisser deiner Einsamkeit. Und bin das Auge mit der Braue... Das über meine Schulter schaue von Ewigkeit zu Ewigkeit. ",2.10.1899,Berlin-Schmargendorf
152,05a054,Es tauchten tausend Theologen,"Es tauchten tausend Theologen in deines Namens alte Nacht. Jungfrauen sind zu dir erwacht, und Jünglinge in Silber zogen und schimmerten in dir, du Schlacht. In deinen langen Bogengängen begegneten die Dichter sich und waren Könige von Klängen und mild und tief und meisterlich. Du bist die sanfte Abendstunde, die alle Dichter ähnlich macht; du drängst dich dunkel in die Munde, und im Gefühl von einem Funde umgiebt ein jeder dich mit Pracht. Dich heben hunderttausend Harfen wie Schwingen aus der Schweigsamkeit. Und deine alten Winde warfen zu allen Dingen und Bedarfen den Hauch von deiner Herrlichkeit. ",2.10.1899,Berlin-Schmargendorf
153,05a055,Die Dichter haben dich verstreut,"Die Dichter haben dich verstreut (es ging ein Sturm durch alles Stammeln), ich aber will dich wieder sammeln in dem Gefäß, das dich erfreut. Ich wanderte in vielem Winde; da triebst du tausendmal darin. Ich bringe alles was ich finde: als Becher brauchte dich der Blinde, sehr tief verbarg dich das Gesinde, der Bettler aber hielt dich hin; und manchmal war bei einem Kinde ein großes Stück von deinem Sinn. Du siehst, dass ich ein Sucher bin. Einer, der hinter seinen Händen verborgen geht und wie ein Hirt; (mögst du den Blick der ihn beirrt, den Blick der Fremden von ihm wenden). Einer der träumt, dich zu vollenden und: dass er sich vollenden wird. ",2.10.1899,Berlin-Schmargendorf
154,05a056,Selten ist Sonne in Sobór,"Selten ist Sonne im Sobór. Die Wände wachsen aus Gestalten, und durch die Jungfraun und die Alten drängt sich, wie Flügel im Entfalten, das goldene, das Kaiser-Tor. An seinem Säulenrand verlor die Wand sich hinter den Ikonen; und, die im stillen Silber wohnen, die Steine, steigen wie ein Chor und fallen wieder in die Kronen und schweigen schöner als zuvor. Und über sie, wie Nächte blau, von Angesichte blass, schwebt, die dich freuete, die Frau: die Pförtnerin, der Morgentau, die dich umblüht wie eine Au und ohne Unterlass. Die Kuppel ist voll deines Sohns und bindet rund den Bau. Willst du geruhen deines Throns, den ich in Schauern schau. ",2.10.1899,Berlin-Schmargendorf
155,05a057,Da trat ich als Pilger ein,"Da trat ich als ein Pilger ein und fühlte voller Qual an meiner Stirne dich, du Stein. Mit Lichtern, sieben an der Zahl, umstellte ich dein dunkles Sein und sah in jedem Bilde dein bräunliches Muttermal. Da stand ich, wo die Bettler stehn, die schlecht und hager sind: aus ihrem Auf- und Niederwehn begriff ich dich, du Wind. Ich sah den Bauer, überjahrt, bärtig wie Joachim, und daraus, wie er dunkel ward, von lauter Ähnlichen umschart, empfand ich dich wie nie so zart, so ohne Wort geoffenbart in allen und in ihm. Du lässt der Zeit den Lauf, und dir ist niemals Ruh darin: der Bauer findet deinen Sinn und hebt ihn auf und wirft ihn hin und hebt ihn wieder auf. ",2.10.1899,Berlin-Schmargendorf
156,05a058,Wie der Wächter in den Weingeländen,"Wie der Wächter in den Weingeländen seine Hütte hat und wacht, bin ich Hütte, Herr, in deinen Händen und bin Nacht, o Herr, von deiner Nacht. Weinberg, Weide, alter Apfelgarten, Acker, der kein Frühjahr überschlägt, Feigenbaum, der auch im marmorharten Grunde hundert Früchte trägt: Duft geht aus aus deinen runden Zweigen. Und du fragst nicht, ob ich wachsam sei; furchtlos, aufgelöst in Säften, steigen deine Tiefen still an mir vorbei. ",um den 1.5.1905,Worpswede
157,05a059,"Gott spricht zu jedem nur, eh er ihn macht","Gott spricht zu jedem nur, eh er ihn macht, dann geht er schweigend mit ihm aus der Nacht. Aber die Worte, eh jeder beginnt, diese wolkigen Worte, sind: Von deinen Sinnen hinausgesandt, geh bis an deiner Sehnsucht Rand; gieb mir Gewand. Hinter den Dingen wachse als Brand, dass ihre Schatten, ausgespannt, immer mich ganz bedecken. Lass dir Alles geschehn: Schönheit und Schrecken. Man muss nur gehn: Kein Gefühl ist das fernste. Lass dich von mir nicht trennen. Nah ist das Land, das sie das Leben nennen. Du wirst es erkennen an seinem Ernste. Gieb mir die Hand. ",4.10.1899,Berlin-Schmargendorf
158,05a060,Ich war bei den ältesten Mönchen,"Ich war bei den ältesten Mönchen, den Malern und  Mythenmeldern, die schrieben ruhig Geschichten und zeichneten Runen des Ruhms. Und ich seh dich in meinen Gesichten mit Winden, Wassern und Wäldern rauschend am Rande des Christentums, du Land, nicht zu lichten. Ich will dich erzählen, ich will dich beschaun und beschreiben, nicht mit Bol und mit Gold, nur mit Tinte aus Apfelbaumrinden; ich kann auch mit Perlen dich nicht an die Blätter binden, und das zitterndste Bild, das mir meine Sinne erfinden, du würdest es blind durch dein einfaches Sein übertreiben. So will ich die Dinge in dir nur bescheiden und schlichthin benamen, will die Könige nennen, die ältesten, woher sie kamen, und will ihre Taten und Schlachten berichten am Rand meiner Seiten. Denn du bist der Boden. Dir sind nur wie Sommer die Zeiten, und du denkst an die nahen nicht anders als an die entfernten, und ob sie dich tiefer besamen und besser bebauen lernten: du fühlst dich nur leise berührt von den ähnlichen Ernten und hörst weder Säer noch Schnitter, die über dich schreiten. ",4.10.1899,Berlin-Schmargendorf
159,05a061,Du dunkelnder Grund,"Du dunkelnder Grund, geduldig erträgst du die Mauern. Und vielleicht erlaubst du noch eine Stunde den Städten zu dauern und gewährst noch zwei Stunden den Kirchen und einsamen Klöstern und lässest fünf Stunden noch Mühsal allen Erlöstern und siehst noch sieben Stunden das Tagwerk des Bauern -: Eh du wieder Wald wirst und Wasser und wachsende Wildnis       in der Stunde der unerfasslichen Angst,       da du dein unvollendetes Bildnis             von allen Dingen zurückverlangst. Gieb mir noch eine kleine Weile Zeit: ich will die Dinge  so wie keiner lieben       bis sie dir alle würdig sind und weit.       Ich will nur sieben Tage, sieben       auf die sich keiner noch geschrieben,             sieben Seiten Einsamkeit.       Wem du das Buch giebst, welches die umfasst,       der wird gebückt über den Blättern bleiben.       Es sei denn, dass du ihn in Händen hast,             um selbst zu schreiben. ",4.10.1899,Berlin-Schmargendorf
160,05a062,So bin ich nur als Kind erwacht,"So bin ich nur als Kind erwacht, so sicher im Vertraun nach jeder Angst und jeder Nacht dich wieder anzuschaun. Ich weiß, sooft mein Denken misst, wie tief, wie lang, wie weit - : du aber bist und bist und bist, umzittert von der Zeit. Mir ist, als wär ich jetzt zugleich Kind, Knab und Mann und mehr. Ich fühle: nur der Ring ist reich durch seine Wiederkehr. Ich danke dir, du tiefe Kraft, die immer leiser mit mir schafft wie hinter vielen Wänden; jetzt ward mir erst der Werktag schlicht und wie ein heiliges Gesicht zu meinen dunklen Händen. ",5.10.1899,Berlin-Schmargendorf
161,05a063,"Dass ich nicht war vor einer Weile, weißt du davon?","Dass ich nicht war vor einer Weile, weißt du davon? Und du sagst nein. Da fühl ich, wenn ich nur nicht eile, so kann ich nie vergangen sein. Ich bin ja mehr als Traum im Traume. Nur was sich sehnt nach einem Saume, ist wie ein Tag und wie ein Ton; es drängt sich fremd durch deine Hände, dass es die viele Freiheit fände, und traurig lassen sie davon. So blieb das Dunkel dir allein, und, wachsend in die leere Lichte, erhob sich eine Weltgeschichte aus immer blinderem Gestein. Ist einer noch, der daran baut? Die Massen wollen wieder Massen, die Steine sind wie losgelassen und keiner ist von dir behauen.. ",5.10.1899,Berlin-Schmargendorf
162,05a064,Es lärmt das Licht im Wipfel deines Baumes,"Es lärmt das Licht im Wipfel deines Baumes und macht dir alle Dinge bunt und eitel, sie finden dich erst wenn der Tag verglomm. Die Dämmerung, die Zärtlichkeit des Raumes, legt tausend Hände über tausend Scheitel, und unter ihnen wird das Fremde fromm. Du willst die Welt nicht anders an dich halten als so, mit dieser sanftesten Gebärde. Aus ihren Himmeln greifst du dir die Erde und fühlst sie unter deines Mantels Falten. Du hast so eine leise Art zu sein. Und jene, die dir laute Namen weihn, sind schon vergessen deiner Nachbarschaft. Von deinen Händen, die sich bergig heben, steigt, unsern Sinnen das Gesetz zu geben, mit dunkler Stirne deine stumme Kraft. ",10.10.1899,Berlin-Schmargendorf
163,05a065,Du Williger,"Du Williger, und deine Gnade kam immer in alle ältesten Gebärden. Wenn einer die Hände zusammenflicht, so dass sie zahm und um ein kleines Dunkel sind -: auf einmal fühlt er dich in ihnen werden, und wie im Winde senkt sich sein Gesicht in Scham. Und da versucht er, auf dem Stein zu liegen und aufzustehn, wie er bei andern sieht, und seine Mühe ist, dich einzuwiegen, aus Angst, dass er dein Wachsein schon verriet. Denn wer dich fühlt, kann sich mit dir nicht brüsten; er ist erschrocken, bang um dich und flieht vor allen Fremden, die dich merken müssten: Du bist das Wunder in den Wüsten, das Ausgewanderten geschieht. ",12.10.1899,Berlin-Schmargendorf
164,05a066,Eine Stunde Rande des Tages,"Eine Stunde vom Rande des Tages, und das Land ist zu allem bereit. Was du sehnst, meine Seele, sag es: Sei Heide und, Heide, sei weit. Habe alte, alte Kurgane, wachsend und kaumerkannt, wenn es Mond wird über das plane langvergangene Land. Gestalte dich, Stille. Gestalte die Dinge (es ist ihre Kindheit, sie werden dir willig sein). Sei Heide, sei Heide, sei Heide, dann kommt vielleicht auch der Alte, den ich kaum von der Nacht unterscheide, und bringt seine riesige Blindheit in mein horchendes Haus herein. Ich seh ihn sitzen und sinnen, nicht über mich hinaus; für ihn ist alles innen, Himmel und Heide und Haus. Nur die Lieder sind ihm verloren, die er nie mehr beginnt; aus vielen tausend Ohren trank sie die Zeit und der Wind; aus den Ohren der Toren. ",14.10.1899,Berlin-Schmargendorf
165,05a067,Und dennoch,"Und dennoch: mir geschieht, als ob ich ein jedes Lied tief in mir ihm ersparte. Er schweigt hinterm bebenden Barte, er möchte sich wiedergewinnen aus seinen Melodien. Da komm ich zu seinen Knien: und seine Lieder rinnen rauschend zurück in ihn. ",14.10.1899,Berlin-Schmargendorf
166,05b001,Dich wundert nicht des Sturmes Wucht,"Dich wundert nicht des Sturmes Wucht,du hast ihn wachsen sehn; -die Bäume flüchten. Ihre Fluchtschafft reitende Alleen.Da weißt du, der, vor dem sie fliehn,ist der, zu dem du gehst,und deine Sinne singen ihn,wenn du am Fenster stehst.Des Sommers Wochen standen still,es stieg der Bäume Blut;jetzt fühlst du, dass es fallen willin den, der alles tut.Du glaubtest schon erkannt die Kraft,als du die Frucht erfasst,jetzt wird sie wieder rätselhaft,und du bist wieder Gast.Der Sommer war so wie dein Haus,drin weißt du alles stehn -jetzt musst du in dein Herz hinauswie in die Ebene gehn.Die große Einsamkeit beginnt,die Tage werden taub,aus deinen Sinnen nimmt der Winddie Welt wie welkes Laub.Durch ihre leeren Zweige siehtder Himmel, den du hast;sei Erde jetzt und Abendliedund Land, darauf er passt.Demütig sei jetzt wie ein Ding,zu Wirklichkeit gereift, -dass Der, von dem die Kunde ging,dich fühlt, wenn er dich greift.",18.9.1901,Westerwede
167,05b002,"Ich bete wieder, du Erlauchter","Ich bete wieder, du Erlauchter,du hörst mich wieder durch den Wind,weil meine Tiefen nie gebrauchterrauschender Worte mächtig sind.Ich war zerstreut; an Widersacherin Stücken war verteilt mein Ich.O Gott, mich lachten alle Lacher,und alle Trinker tranken mich.In Höfen hab ich mich gesammeltaus Abfall und aus altem Glas,mit halbem Mund dich angestammelt,dich, ewiger aus Ebenmaß.Wie hob ich meine halben Händezu dir in namenlosem Flehn,dass ich die Augen wiederfände,mit denen ich dich angesehn.Ich war ein Haus nach einem Brand,darin nur Mörder manchmal schlafen,eh ihre hungerigen Strafensie weiterjagen in das Land;ich war wie eine Stadt am Meer,wenn eine Seuche sie bedrängte,die sich wie eine Leiche schwerden Kindern in die Hände hängte.Ich war mir fremd wie irgendwerund wusste nur von ihm, dass ereinst meine junge Mutter kränkte,als sie mich trug,und dass ihr Herz, das eingeengte,sehr schmerzhaft an mein Keimen schlug.Jetzt bin ich wieder aufgebautaus allen Stücken meiner Schandeund sehne mich nach einem Bande,nach einem einigen Verstande,der mich wie ein Ding überschaut, -nach deines Herzens großen Händen -(o kämen sie doch auf mich zu)ich zähle mich, mein Gott, und du,du hast das Recht, mich zu verschwenden.",18.9.1901,Westerwede
168,05b003,Ich bin derselbe noch,"Ich bin derselbe noch, der kniete vor dir in mönchischem Gewand: der tiefe, dienende Levite, den du erfüllt, der dich erfand. Die Stimme einer stillen Zelle, an der die Welt vorüberweht, - und du bist immer noch die Welle die über alle Dinge geht. Es ist nichts andres. Nur ein Meer, aus dem die Länder manchmal steigen. Es ist nichts andres denn ein Schweigen von schönen Engeln und von Geigen, und der Verschwiegene ist der, zu dem sich alle Dinge neigen, von seiner Stärke Strahlen schwer. Bist du denn Alles, - ich der Eine, der sich ergiebt und sich empört? Bin ich denn nicht das Allgemeine, bin ich nicht Alles, wenn ich weine, und du der Eine, der es hört? Hörst du denn etwas neben mir? Sind da noch Stimmen außer meiner? Ist da ein Sturm? Auch ich bin einer, und meine Wälder winken dir. Ist da ein Lied, ein krankes, kleines, das dich am Micherhören stört, - auch ich bin eines, höre meines, das einsam ist und unerhört. Ich bin derselbe noch, der bange dich manchmal fragte, wer du seist. Nach jedem Sonnenuntergange bin ich verwundet und verwaist, ein blasser Allem Abgelöster und ein Verschmähter jeder Schar, und alle Dinge stehn wie Klöster, in denen ich gefangen war. Dann brauch ich dich, du Eingeweihter, du sanfter Nachbar jeder Not, du meines Leidens leiser Zweiter, du Gott, dann brauch ich dich wie Brot. Du weißt vielleicht nicht, wie die Nächte für Menschen, die nicht schlafen, sind: da sind sie alle Ungerechte, der Greis, die Jungfrau und das Kind. Sie fahren auf wie totgesagt, von schwarzen Dingen nah umgeben, und ihre weißen Hände beben, verwoben in ein wildes Leben wie Hunde in ein Bild der Jagd. Vergangenes steht noch bevor, und in der Zukunft liegen Leichen, ein Mann im Mantel pocht am Tor, und mit dem Auge und dem Ohr ist noch kein erstes Morgenzeichen, kein Hahnruf ist noch zu erreichen. Die Nacht ist wie ein großes Haus. Und mit der Angst der wunden Hände reißen sie Türen in die Wände, - dann kommen Gänge ohne Ende, und nirgends ist ein Tor hinaus. Und so, mein Gott, ist jede Nacht; immer sind welche aufgewacht, die gehn und gehn und dich nicht finden. Hörst du sie mit dem Schritt von Blinden das Dunkel treten? Auf Treppen, die sich niederwinden, hörst du sie beten? Hörst du sie fallen auf den schwarzen Steinen? Du musst sie weinen hören; denn sie weinen. Ich suche dich, weil sie vorübergehn an meiner Tür. Ich kann sie beinah sehn. Wen soll ich rufen, wenn nicht den, der dunkel ist und nächtiger als Nacht. Den Einzigen, der ohne Lampe wacht und doch nicht bangt; den Tiefen, den das Licht noch nicht verwöhnt hat und von dem ich weiß, weil er mit Bäumen aus der Erde bricht und weil er leis als Duft in mein gesenktes Angesicht aus Erde steigt. ",18.9.1901,Westerwede
169,05b004,Du Ewiger,"Du Ewiger, du hast dich mir gezeigt. Ich liebe dich wie einen lieben Sohn, der mich einmal verlassen hat als Kind, weil ihn das Schicksal rief auf einen Thron, vor dem die Länder alle Täler sind. Ich bin zurückgeblieben wie ein Greis, der seinen großen Sohn nicht mehr versteht und wenig von den neuen Dingen weiß, zu welchen seines Samens Wille geht. Ich bebe manchmal für dein tiefes Glück, das auf so vielen fremden Schiffen fährt, ich wünsche manchmal dich in mich zurück, in dieses Dunkel, das dich großgenährt. Ich bange manchmal, dass du nichtmehr bist, wenn ich mich sehr verliere an die Zeit. Dann les ich von dir: der Euangelist schreibt überall von deiner Ewigkeit. Ich bin der Vater; doch der Sohn ist mehr, ist alles, was der Vater war, und der, der er nicht wurde, wird in jenem groß; er ist die Zukunft und die Wiederkehr, er ist der Schoß, er ist das Meer... ",18.9.1901,Westerwede
170,05b005,Dir ist mein Beten keine Blasphemie,"Dir ist mein Beten keine Blasphemie: als schlüge ich in alten Büchern nach, dass ich dir sehr verwandt bin - tausendfach. Ich will dir Liebe geben. Die und die.... Liebt man denn einen Vater? Geht man nicht, wie du von mir gingst, Härte im Gesicht, von seinen hülflos leeren Händen fort? Legt man nicht leise sein verwelktes Wort in alte Bücher, die man selten liest? Fließt man nicht wie von einer Wasserscheide von seinem Herzen ab zu Lust und Leide? Ist uns der Vater denn nicht das, was war; vergangne Jahre, welche fremd gedacht, veraltete Gebärde, tote Tracht, verblühte Hände und verblichnes Haar? Und war er selbst für seine Zeit ein Held, er ist das Blatt, das, wenn wir wachsen, fällt. ",18.9.1901,Westerwede
171,05b006,Und seine Sorgfalt ist uns wie ein Alb,"Und seine Sorgfalt ist uns wie ein Alb, und seine Stimme ist uns wie ein Stein, - wir möchten seiner Rede hörig sein, aber wir hören seine Worte halb. Das große Drama zwischen ihm und uns lärmt viel zu laut, einander zu verstehn, wir sehen nur die Formen seines Munds, aus denen Silben fallen, die vergehn. So sind wir noch viel ferner ihm als fern, wenn auch die Liebe uns noch weit verwebt, erst wenn er sterben muss auf diesem Stern, sehn wir, dass er auf diesem Stern gelebt. Das ist der Vater uns. Und ich - ich soll dich Vater nennen? Das hieße tausendmal mich von dir trennen. Du bist mein Sohn. Ich werde dich erkennen, wie man sein einzigliebes Kind erkennt, auch dann, wenn es ein Mann geworden ist, ein alter Mann. ",18.9.1901,Westerwede
172,05b007,Lösch mir die Augen aus,"Lösch mir die Augen aus: ich kann dich sehn,wirf mir die Ohren zu: ich kann dich hören,und ohne Füße kann ich zu dir gehn,und ohne Mund noch kann ich dich beschwören.Brich mir die Arme ab, ich fasse dichmit meinem Herzen wie mit einer Hand,halt mir das Herz zu, und mein Hirn wird schlagen,und wirfst du in mein Hirn den Brand,so werd ich dich auf meinem Blute tragen.",Sommer/Herbst 1899,?
173,05b008,Und meine Seele ist ein Weib vor dir,"Und meine Seele ist ein Weib vor dir. Und ist wie der Naëmi Schnur, wie Ruth. Sie geht bei Tag um deiner Garben Hauf wie eine Magd, die tiefe Dienste tut. Aber am Abend steigt sie in die Flut und badet sich und kleidet sich sehr gut und kommt zu dir, wenn alles um dich ruht, und kommt und deckt zu deinen Füßen auf. Und fragst du sie um Mitternacht, sie sagt mit tiefer Einfalt: Ich bin Ruth, die Magd. Spann deine Flügel über deine Magd. Du bist der Erbe... Und meine Seele schläft dann bis es tagt bei deinen Füßen, warm von deinem Blut. Und ist ein Weib vor dir. Und ist wie Ruth. ",18.9.1901,Westerwede
174,05b009,Du bist der Erbe,"Du bist der Erbe.Söhne sind die Erben,denn Väter sterben.Söhne stehn und blühn.      Du bist der Erbe:",18.9.1901,Westerwede
